id,generation_source,title,content,datetime,source,generation_source_continue
Push-1625,,华泰证券：市场早报推送,【华泰证券】早安！今日市场前瞻：关注科技板块反弹机会，美联储议息会议在即。点击查看完整版投资早报,2025-07-14 08:00:00,华泰证券,
Push-1626,,支付宝：信用卡还款成功通知,【支付宝】您尾号8890的招商银行信用卡本期账单已成功还款，金额为8，650.00元。还款明细可在“我的账单”中查看,2025-07-14 08:32:00,支付宝,
Push-1627,,微信：好友生日提醒,【微信】今天是好友彭雨晴的生日，别忘了送上祝福哦！点击发送生日祝福,2025-07-14 08:45:00,微信,
Push-1628,,系统：存储空间不足提醒,【系统通知】手机存储空间已不足10%，建议清理缓存或卸载不常用应用，以保证系统流畅运行,2025-07-14 09:15:00,系统存储管理,
Push-1629,,雪球：沪深300指数异动提醒,【雪球】您关注的沪深300指数（000300.SH）盘中上涨1.5%，突破关键点位。点击查看实时行情与机构解读,2025-07-14 10:05:00,雪球,
Push-1630,,美团：外卖订单配送提醒,【美团外卖】您的外卖订单#202507141234（湘菜馆-小炒黄牛肉）骑手已取餐，正在火速配送中，预计送达时间12:15，请保持手机畅通,2025-07-14 11:55:00,美团外卖,
Push-1631,,网易云音乐：私人FM新歌推荐,【网易云音乐】根据您的收听习惯，私人FM为您推荐新歌《麓山南路的清晨》（独立音乐人作品），点击立即播放,2025-07-14 19:20:00,网易云音乐,
Push-1632,,Keep：今日跑步训练完成提醒,【Keep】恭喜你完成今日岳麓山晨跑训练！本次跑步7.0公里，平均配速5‘30”，消耗约450大卡。你的坚持正在塑造更好的自己！,2025-07-15 07:52:00,Keep,
Push-1633,,雪球：早盘财经资讯速递,【雪球】早盘必读：A股三大指数小幅高开，新能源板块领涨。你关注的【宁德时代】开盘上涨1.2%。点击查看最新研报与市场解读。,2025-07-15 08:05:00,雪球,
Push-1634,,华泰证券涨乐财富通：项目完成通知,【涨乐财富通】您为客户【黄思琪】制定的资产配置方案已通过系统发送并归档。项目【ZSQ-20250715】状态已更新为【已完成】。,2025-07-15 12:02:00,华泰证券涨乐财富通,
Push-1635,,支付宝：午餐支付成功提醒,【支付宝】支付成功！你向【金鹰路家常菜馆】支付了86.50元。付款方式：花呗。账单已同步，可在“我的账单”中查看详情。,2025-07-15 12:08:00,支付宝,
Push-1636,,系统：存储空间不足提醒,【系统通知】当前手机存储空间已使用超过90%，部分应用运行可能受影响。建议及时清理照片、视频或卸载不常用应用。,2025-07-15 13:25:00,系统存储管理,
Push-1637,,微信读书：为你推荐金融新书,【微信读书】根据你的阅读兴趣，为你推荐《价值投资实战手册（第二辑）》。作者深入剖析A股价值投资案例，会员可免费阅读。,2025-07-15 15:30:00,微信读书,
Push-1638,,微信支付：便利店消费提醒,【微信支付】支付成功。你已向【新佳宜便利店（桃子湖店）】支付48.80元。付款方式：零钱。开启支付提醒，管理更安心。,2025-07-15 18:05:00,微信,
Push-1639,,支付宝：晚餐支付成功提醒,【支付宝】支付成功！你向【家常风味湘菜馆】支付了68.00元。订单号：CF202507151838。点击查看商家优惠券。,2025-07-15 19:05:00,支付宝,
Push-1640,,小红书：湘菜美食探店笔记推荐,【小红书】发现长沙宝藏湘菜馆！“西湖建新安置小区”附近还有这些高分小店，收藏量过万，快来看看吧！,2025-07-15 19:15:00,小红书,
Push-1641,70-2-6,随手记：记账成功提醒,【随手记】记账成功！你记录了【数码产品】支出6000.00元，备注：更换新手机。本月【数码产品】预算已超支，点击查看详情。,2025-07-15 20:53:00,随手记,70-b
Push-1642,,航旅纵横：航班值机成功提醒,【航旅纵横】您已成功办理CZ1234航班值机，座位号12A，请于09:15前至长沙黄花机场T2航站楼B12登机口登机。,2025-07-16 08:02:00,航旅纵横,
Push-1643,,支付宝：停车费支付成功,【支付宝】您已成功支付长沙黄花国际机场长期停车场费用，金额35元，订单号#2025071607451234。,2025-07-16 08:10:00,支付宝,
Push-1644,20-16-1,南方航空：航班起飞提醒,【南方航空】CZ1234航班（长沙-深圳）已开始登机，请前往B12登机口，祝您旅途愉快。,2025-07-16 09:20:00,南方航空,20-p
Push-1645,,滴滴出行：行程结束通知,【滴滴出行】您从深圳宝安机场T3至科技园金融基地的行程已结束，费用68元，司机王师傅已收到五星好评。,2025-07-16 13:03:00,滴滴出行,
Push-1646,,南方航空：返程值机提醒,【南方航空】CZ5678航班（深圳-长沙）已开放值机，您可在线选座，航班计划16:20起飞。,2025-07-16 14:55:00,南方航空,
Push-1647,,美团外卖：订单送达通知,【美团外卖】您的小炒黄牛肉订单#CS2025071622054321已由骑手李师傅送达，请及时取餐，祝您用餐愉快。,2025-07-16 21:05:00,美团外卖,
Push-1648,71-3,百度网盘：备份任务完成,【百度网盘】您设置的“工作文件”自动备份任务已完成，本次备份文件大小2.1GB，云端存储空间充足。,2025-07-16 22:35:00,百度网盘,71-c
Push-1649,244-1-1,微信：公众号更新提醒,【微信】长沙艺术生活：谢子龙影像艺术馆新展“数字与自然：沉浸式光影艺术展”7月20日开幕，您已标记感兴趣。,2025-07-16 23:28:00,微信,244-a
Push-1650,,系统：存储空间不足,【系统通知】手机存储空间已不足10%，建议清理照片、视频或卸载不常用应用以释放空间。,2025-07-16 23:40:00,系统存储管理,
Push-1651,,系统：电量低提醒,【系统通知】当前手机电量已低于 20%，请及时充电，避免影响使用,2025-07-17 06:35:00,系统电池管理,
Push-1652,,雪球：早盘行情速递,【雪球】早盘速递：A股三大指数小幅低开，新能源板块领涨。您关注的华泰证券(601688)现价15.78元，微涨0.38%。,2025-07-17 07:50:00,雪球,
Push-1653,,高德地图：通勤路况提醒,【高德地图】您常走的西二环→芙蓉中路路段当前拥堵，预计通行时间60分钟，建议您提前出发。,2025-07-17 08:30:00,高德地图,
Push-1654,245-5,华泰证券：客户持仓异动提醒,【华泰证券】尊敬的客户，您服务的客户林志豪先生账户于10:15完成调仓操作，涉及标的：XX科技(代码：XXXXXX)，卖出金额约50万元。,2025-07-17 10:18:00,华泰证券,245-a
Push-1655,,支付宝：咖啡支付成功提醒,【支付宝】您已成功支付圣爵菲斯咖啡厅订单#CS202507171315，金额38元，账单已同步至我的账单,2025-07-17 13:18:00,支付宝,
Push-1656,245-2,股价异动提醒,您关注的[相关公司名称]股价出现剧烈波动，最新报价XX元，涨跌幅XX%。点击查看实时行情与分析报告。,2025-07-17 14:30:15,金融终端Pro,245-a
Push-1657,,同花顺：A股收盘快报,【同花顺】收盘快报：沪指跌0.5%，创业板指跌1.2%。您自选股中的宁德时代收涨2.1%。,2025-07-17 15:05:00,同花顺,
Push-1658,245-6,得到：高效复盘方法推荐,【得到】您可能感兴趣：ENTJ如何高效复盘？《麦肯锡工作法》精华解读已更新，点击收听。,2025-07-17 15:20:00,得到,245-a
Push-1659,54-1-1,携程：武汉酒店推荐,【携程旅行】为您推荐武汉江汉路步行街附近高评分酒店，如江城明珠大酒店，距您母校旧址仅1.5公里，查看详情。,2025-07-17 19:45:00,携程旅行,54-a
Push-1660,,系统：存储空间不足提醒,【系统通知】您的手机存储空间已使用超过90%，建议清理照片、视频或卸载不常用应用以释放空间。,2025-07-17 20:25:00,系统存储管理,
Push-1661,,微信读书：金融报告写作书籍,【微信读书】您关注的《穿透财报》作者更新了关于季度报告撰写的实战章节，或许对您正在写的报告有启发。,2025-07-17 21:30:00,微信读书,
Push-1662,,Keep：今日跑步记录已生成,"【Keep】您于 06:15 在岳麓山完成的 5.0 公里恢复跑已记录，平均配速 7‘00""/公里，累计爬升 120 米，消耗约 380 大卡。坚持就是胜利！",2025-07-18 06:51:00,Keep,
Push-1663,,雪球：隔夜全球市场要闻速递,【雪球】隔夜美股三大指数涨跌不一，科技股表现分化。美联储官员最新讲话暗示降息路径仍存分歧。A50期指夜盘微涨 0.2%。点击查看详情>>,2025-07-18 07:05:00,雪球,
Push-1664,79-13-1,钉钉：部门分享会即将开始,【钉钉】您主持的部门分享会《个人养老金政策对中产家庭资产配置的长期影响分析》将于 09:00 在会议室开始，请提前准备。,2025-07-18 08:45:00,钉钉,79-m
Push-1665,240-2,企业微信：您的调休申请已通过,【企业微信】您提交的调休申请（7月21-23日）已获直属领导钱永强批准，请做好工作交接。,2025-07-18 10:48:00,企业微信,240-b
Push-1666,,系统：存储空间不足提醒,【系统通知】当前手机存储空间已使用超过 90%，部分应用运行可能受影响，建议及时清理。,2025-07-18 11:30:00,系统存储管理,
Push-1667,113-2-4,小红书：财经自媒体定位灵感,【小红书】发现优质笔记：从 0 到 1 打造个人财经 IP，如何用真实案例拆解吸引泛中产家庭？点开看看创作者的经验分享>>,2025-07-18 12:30:00,小红书,113-b
Push-1668,,支付宝：咖啡支付成功提醒,"【支付宝】您已成功支付圣爵菲斯咖啡厅订单#CF202507181530，金额 32.00 元，账单已同步至""我的账单""",2025-07-18 15:32:00,支付宝,
Push-1669,138-12,Snapseed：照片编辑建议,【Snapseed】检测到您拍摄了新的风景照片，试试使用“戏剧”或“HDR景观”滤镜增强光影层次，让丁达尔效应更突出。,2025-07-18 18:55:00,Snapseed,138-l
Push-1670,,Keep：晨跑训练计划更新,【Keep】您的马拉松训练计划已更新，今日推荐：岳麓山环山跑道30分钟有氧耐力跑。点击查看详细配速与心率区间建议。,2025-07-19 07:05:00,Keep,
Push-1671,153-4,Keep：瑜伽课程推荐,【Keep】根据您的运动偏好，为您推荐肩颈放松与核心力量瑜伽课程，适合久坐办公人群，助您缓解腰部紧张。,2025-07-19 08:45:00,Keep,153-d
Push-1672,153-4,大众点评：瑜伽课预定成功,【大众点评】您已成功预定【王府井瑜伽普拉提馆】的首次体验课，时间：今日09:30-11:00，预约码：YJ20250719001。请提前10分钟到场签到。,2025-07-19 09:02:00,大众点评,153-d
Push-1673,,支付宝：咖啡厅消费支付成功,【支付宝】您已成功支付一丹咖啡厅消费，金额38元，账单已同步至我的账单。,2025-07-19 11:28:00,支付宝,
Push-1674,113-3,知乎：投资理财内容推荐,【知乎】为您推荐热门话题：基金定投的误区与正道，多位资深投资人分享了他们的实战经验与避坑指南。,2025-07-19 14:15:00,知乎,113-c
Push-1675,,系统：存储空间不足提醒,【系统通知】手机存储空间已不足10%，建议清理照片、视频或卸载不常用应用以释放空间。,2025-07-19 15:40:00,系统存储管理,
Push-1676,,微信支付：便利店消费成功,【微信支付】支付成功，向归心苑便利店支付25.5元。点击查看支付凭证。,2025-07-19 16:23:00,微信,
Push-1677,,美团：蛋糕预定成功通知,【美团】您预定的【麓山路甜品店】提拉米苏蛋糕已成功，订单号：MT20250719173001，请于今日17:50后凭取货码1234取货。,2025-07-19 17:32:00,美团,
Push-1678,23-3-1,小红书：朋友聚会美食灵感,【小红书】朋友聚会不知道聊什么？看看这些热门话题和互动游戏推荐，让聚会气氛更热烈！,2025-07-19 18:05:00,小红书,23-c
Push-1679,240-3,高德地图：行程规划提醒,【高德地图】您标记的岳麓山、橘子洲带父母游览路线已保存。明日长沙天气：晴，25-32°C，适宜出游。,2025-07-19 21:18:00,高德地图,240-c
Push-1680,240-3,携程旅行：景点门票预订提醒,【携程旅行】岳麓山、橘子洲景区门票可在线预订，凭身份证直接入园，避免排队。为您推荐适合长辈的休闲游览路线。,2025-07-19 21:25:00,携程旅行,240-c
Push-1681,139-10,知乎：您关注的话题有新的内容更新,【知乎】您关注的街拍摄影话题下，有3篇新回答探讨了城市光影捕捉技巧和后期调色思路，快来查看吧。,2025-07-20 10:15:00,知乎,139-j
Push-1682,,贝壳找房：您关注的房源有价格变动,【贝壳找房】您关注的梅溪湖国际社区120㎡三居室，最新挂牌价调整为385万元，点击查看详情。,2025-07-20 13:15:00,贝壳找房,
Push-1683,153-5,大众点评：瑜伽课程预定成功,【大众点评】您已成功预定王府井写字楼瑜伽普拉提馆的流瑜伽体验课，时间：7月20日 14:00-15:30，预定码：YZ2025072001。,2025-07-20 13:35:00,大众点评,153-e
Push-1684,,系统：存储空间不足提醒,【系统通知】您的手机存储空间已使用超过90%，部分应用运行可能受影响，建议及时清理。,2025-07-20 15:25:00,系统存储管理,
Push-1685,,系统：电量低提醒,【系统通知】当前手机电量已低于20%，请及时连接充电器。,2025-07-20 16:50:00,系统电池管理,
Push-1686,,下厨房：根据您的口味推荐新菜谱,【下厨房】为您推荐低脂高蛋白的香煎鸡胸肉沙拉和藜麦饭做法，简单快手，适合健身人群。,2025-07-20 20:05:00,下厨房,
Push-1687,49-1,什么值得买：摄影装备限时优惠,【什么值得买】您关注的索尼A7IV全画幅微单相机，京东自营限时优惠1500元，到手价14999元，点击查看。,2025-07-20 21:10:00,什么值得买,49-a
Push-1688,,网易云音乐：您的专属睡前歌单已更新,【网易云音乐】根据您的跑步和放松习惯，为您更新了“深夜助眠·纯音乐”歌单，包含10首新曲目。,2025-07-20 22:30:00,网易云音乐,
Push-1689,,系统：存储空间不足提醒,【系统通知】手机存储空间已使用超过90%，建议及时清理照片、视频或卸载不常用应用，以保持系统流畅运行。,2025-07-21 06:50:00,系统存储管理,
Push-1690,,Keep：今日运动成就,【Keep】恭喜您完成今日5公里室内跑步，用时35分钟，平均配速7分/公里，消耗热量约350大卡。坚持就是胜利！,2025-07-21 07:35:00,Keep,
Push-1691,,雪球：早盘市场速览,【雪球】早盘速递：A股三大指数小幅低开，新能源板块领涨。您关注的沪深300ETF（510300）最新报价4.123元，微涨0.15%。,2025-07-21 08:15:00,雪球,
Push-1692,20-17-1,华泰证券：交易成功通知,【华泰证券】尊敬的客户，您账户尾号8899于09:50执行买入委托已全部成交，成交金额5，000，000.00元，涉及标的：XX混合型证券投资基金等。详情请查看交割单。,2025-07-21 09:52:00,华泰证券,20-q
Push-1693,113-4,小红书：自媒体运营灵感,【小红书】您关注的理财博主【财经老司机】刚发布了新笔记：个人养老金账户怎么开？税优政策全解读。快来围观学习吧！,2025-07-21 11:30:00,小红书,113-d
Push-1694,,支付宝：午餐支付成功,【支付宝】您已成功支付伟记家常菜订单#202507211210，金额86元。付款方式：花呗。账单已同步至我的账单。,2025-07-21 12:12:00,支付宝,
Push-1695,,大众点评：猜你喜欢,【大众点评】根据您的口味，为您推荐开福区湘菜好评榜TOP3：炊烟时代、费大厨辣椒炒肉、壹盏灯。人均80-120元，点击查看详情。,2025-07-21 12:45:00,大众点评,
Push-1696,,微信支付：咖啡消费提醒,【微信支付】您已在圣爵菲斯咖啡厅消费38元。付款时间：13:15。当前零钱余额：1，245.36元。,2025-07-21 13:16:00,微信,
Push-1697,20-17-1,知乎：养老金政策讨论,【知乎】您关注的话题【个人养老金制度】有新的高赞回答：深度分析税延型养老保险的收益模型与风险。邀请您参与讨论。,2025-07-21 15:20:00,知乎,20-q
Push-1698,240-4-1,京东到家：生鲜采购推荐,【京东到家】您常买的洪山菜薹、湖北藕今日特价！排骨买一送一，新鲜水果满59减15。家门口的超市，1小时速达。,2025-07-21 18:05:00,京东到家,240-d
Push-1699,240-4-2,高德地图：明日出行提醒,【高德地图】您设置的明日（07-22）15:00前往长沙南站行程提醒。推荐路线：经西二环、花侯路，预计驾车耗时45分钟。已为您避开施工路段。,2025-07-21 21:15:00,高德地图,240-d
Push-1700,,雪球：早盘市场速递,【雪球】昨夜美股三大指数涨跌不一，中概股表现活跃。今日A股关注金融、消费板块。您的自选股【华泰证券】昨日收盘价XX.XX元，涨跌幅X.XX%。,2025-07-22 07:05:00,雪球,
Push-1701,240-5-1,小红书：居家收纳灵感更新,【小红书】您关注的收纳达人【整理师阿May】刚刚发布了新笔记：【父母房改造】三步打造温馨客房，快来看看吧！,2025-07-22 08:20:00,小红书,240-e
Push-1702,240-5-2,微信支付：付款成功通知,【微信支付】您已向【鑫悦生活超市门口花摊】成功支付 65.00 元。付款时间：2025-07-22 10:32:00。,2025-07-22 10:33:00,微信,240-e
Push-1703,,大众点评：您收藏的餐厅上新菜了,【大众点评】您收藏的【火宫殿（坡子街总店）】推出夏季新菜【冰镇小龙虾】，点评用户评分4.8，快带上家人去尝尝吧！,2025-07-22 11:10:00,大众点评,
Push-1704,240-5-3,下厨房：西兰花鸡丁菜谱推荐,【下厨房】根据您的浏览记录，为您推荐【低脂西兰花炒鸡丁】的3种创新做法，让家常菜更美味！,2025-07-22 11:45:00,下厨房,240-e
Push-1705,242-1,高德地图：前方路况提醒,【高德地图】您常走的【岳麓大道】往【长沙南站】方向，当前车流量较大，通行时间预计增加8分钟，建议您提前出发。,2025-07-22 12:55:00,高德地图,242-a
Push-1706,,携程旅行：湘江风光带游玩攻略,【携程旅行】您附近的【湘江风光带】被评为长沙必游景点TOP3，查看最新游玩路线、拍照打卡点和周边美食推荐。,2025-07-22 15:00:00,携程旅行,
Push-1707,240-5-3,盒马：晚餐食材推荐,【盒马】您常买的【新鲜排骨】和【西兰花】正在限时特价，下单满59元免配送费，最快30分钟送达。,2025-07-22 16:40:00,盒马,240-e
Push-1708,,Keep：今日步数达标提醒,"【Keep】恭喜！您今日已行走 8,500 步，完成日目标 8,000 步。和家人散步是保持健康的好习惯，继续加油！",2025-07-22 20:25:00,Keep,
Push-1709,,网易云音乐：私人FM新歌推荐,【网易云音乐】您的私人FM发现一首适合晚间放松的轻音乐：【夜的钢琴曲五】，点击立即收听。,2025-07-22 21:15:00,网易云音乐,
Push-1710,,微信读书：《周期》阅读进度提醒,【微信读书】您正在阅读的《周期》已读至第5章，本周阅读时长超过90%的书友，坚持就是胜利！,2025-07-22 22:05:00,微信读书,
Push-1711,240-6-1,高德地图：岳麓山周边路况提醒,【高德地图】当前岳麓山景区周边麓山南路车流量较大，建议您提前规划路线，预计08:55抵达东门停车场。,2025-07-23 08:15:00,高德地图,240-f
Push-1712,,系统：存储空间不足提醒,【系统通知】当前手机存储空间已使用超过90%，建议及时清理照片、视频等文件，确保应用正常运行。,2025-07-23 08:40:00,系统存储管理,
Push-1713,240-6-1,小红书：岳麓山小众拍照点推荐,【小红书】为你推荐岳麓山穿石坡湖附近的3个绝佳拍照机位，阴雨天气也能拍出氛围感大片，快来看看吧！,2025-07-23 09:30:00,小红书,240-f
Push-1714,240-6-1,美团：味上湘菜馆预定成功通知,【美团】您已成功预定味上湘菜馆(岳麓山店)12:00的3人桌，预定码#789012，请准时到店。,2025-07-23 11:45:00,美团,240-f
Push-1715,,网易云音乐：驾驶模式歌单推荐,【网易云音乐】根据您的喜好，为您推荐驾驶模式专属歌单《午后归途·舒缓旋律》，点击即可播放。,2025-07-23 13:55:00,网易云音乐,
Push-1716,,雪球：今日A股收盘快讯,【雪球】今日A股三大指数小幅收涨，金融板块表现稳健。您关注的华泰证券(601688)收盘报15.68元，上涨1.03%。,2025-07-23 19:50:00,雪球,
Push-1717,242-2,美团：餐厅预定成功通知,【美团】您已成功预订湘聚楼（开福区店）明晚18:00包间，预定码：XJL20250725001。请准时到店用餐。,2025-07-24 08:33:00,美团,242-b
Push-1718,242-2,大众点评：餐厅收藏推荐,【大众点评】根据您的口味，为您推荐湘聚楼附近评分4.8的湘菜馆【火宫殿】，人均120元，招牌菜剁椒鱼头。,2025-07-24 09:15:00,大众点评,242-b
Push-1719,240-6-3,小红书：梅溪湖公园打卡攻略,【小红书】发现梅溪湖公园节庆岛新晋拍照打卡点！附赠绝佳机位和调色参数，快带上家人来拍大片吧。,2025-07-24 16:30:00,小红书,240-f
Push-1720,,系统：存储空间不足提醒,【系统通知】您的手机存储空间已使用超过90%，建议及时清理照片、视频或卸载不常用应用。,2025-07-24 20:45:00,系统存储管理,
Push-1721,240-6-3,Lightroom：照片整理完成提醒,【Adobe Lightroom】您导入的45张照片已完成智能整理，已为您创建相册父母长沙行-2025夏。,2025-07-24 21:15:00,Adobe Lightroom,240-f
Push-1722,242-2,美团：景点门票预约成功,【美团】橘子洲头观光车票预约成功！订单号：JZDT20250725001，预约时段：2025-07-25 09:00-12:00，请凭二维码入园。,2025-07-24 21:35:00,美团,242-b
Push-1723,240-7-1,小红书：橘子洲头摄影攻略推荐,【小红书】橘子洲头青年毛泽东雕像最佳摄影机位已更新！点击查看最新游客实拍攻略，学习如何利用光影拍出氛围感大片。,2025-07-25 09:15:00,小红书,240-g
Push-1724,240-7-1,美团：坡子街火宫殿美食榜单,【美团】坡子街火宫殿必点小吃榜单出炉！臭豆腐、糖油粑粑、龙脂猪血位列前三，点击查看详细口味测评与人均消费。,2025-07-25 11:45:00,美团,240-g
Push-1725,240-7-1,系统：存储空间不足提醒,【系统通知】您的手机存储空间已使用超过90%，建议及时清理照片、视频或卸载不常用应用以释放空间。,2025-07-25 12:05:00,系统存储管理,240-g
Push-1726,240-7-2,航旅纵横：航班值机提醒,【航旅纵横】您关注的CZ1234航班（长沙-武汉）已开放值机，座位有限，建议尽快通过官方渠道或本APP办理。,2025-07-25 14:30:00,航旅纵横,240-g
Push-1727,240-7-2,雪球：今日A股市场快评,【雪球】金融板块午后异动，券商股估值修复逻辑梳理。点击查看分析师对下半年市场走势的最新研判。,2025-07-25 15:45:00,雪球,240-g
Push-1728,242-3-1,大众点评：湘聚楼餐厅推荐菜,【大众点评】您收藏的湘聚楼餐厅，清蒸鲈鱼、白灼菜心、蟹黄豆腐为近期好评TOP3，点击查看食客真实评价与人均参考。,2025-07-25 17:45:00,大众点评,242-c
Push-1729,242-3-2,Keep：江边漫步后拉伸指南,【Keep】长时间步行后，别忘了进行5分钟腿部拉伸，缓解肌肉疲劳，预防酸痛。点击查看跟练视频。,2025-07-25 20:50:00,Keep,242-c
Push-1730,,滴滴出行：行程即将开始提醒,【滴滴出行】您预约的21:00快车行程即将开始，司机张师傅（湘A·D1234）正在赶来，请提前做好上车准备。,2025-07-25 20:55:00,滴滴出行,
Push-1731,,得到：睡前财经资讯精选,【得到】睡前五分钟，了解今日全球市场要闻及明日投资策略前瞻。点击收听音频版。,2025-07-25 22:55:00,得到,
Push-1732,54-2-1,系统：电量低提醒,【系统通知】当前手机电量已低于 20%，请及时充电，避免影响使用,2025-07-26 06:45:00,系统电池管理,54-b
Push-1733,54-2-1,航旅纵横：航班值机提醒,【航旅纵横】您乘坐的CZ3340航班（长沙-武汉）已开放值机，建议您尽快办理，座位号：12A,2025-07-26 08:05:00,航旅纵横,54-b
Push-1734,54-2-1,高德地图：行程时间提醒,【高德地图】您收藏的路线【天河机场→马哥孛罗酒店】当前路况良好，预计全程约1小时20分钟，建议您规划出发时间,2025-07-26 11:15:00,高德地图,54-b
Push-1735,,雪球：A股午盘快讯,【雪球】午盘快讯：沪指震荡微涨0.2%，金融板块表现稳健，关注华泰证券最新研报。,2025-07-26 12:30:00,雪球,
Push-1736,,支付宝：线下支付成功,【支付宝】您已成功支付一元路怪味烧饼(锋尚时代大厦店)订单，金额 28.5 元，支付方式：花呗,2025-07-26 14:03:00,支付宝,
Push-1737,54-2-2,小红书：武汉怀旧Citywalk路线推荐,【小红书】发现武汉江岸区怀旧Citywalk路线：永清街老社区→武汉新天地→旧校址，适合摄影打卡，快去看看吧！,2025-07-26 14:25:00,小红书,54-b
Push-1738,54-2-2,支付宝：咖啡店消费提醒,【支付宝】您在武汉新天地咖啡店的消费 56 元已支付成功，账单已同步,2025-07-26 16:05:00,支付宝,54-b
Push-1739,,知乎：金融从业者如何平衡工作与生活,【知乎】为你推荐：金融从业者如何在高强度工作下保持生活热情？多位资深顾问分享了他们的经验。,2025-07-26 16:40:00,知乎,
Push-1740,,Keep：今日运动量提醒,【Keep】根据您今日的步行数据，您已消耗约420千卡，完成了今日运动目标的85%，继续保持！,2025-07-26 17:25:00,Keep,
Push-1741,,微信读书：您关注的《原则》更新了书评,【微信读书】您正在阅读的《原则》新增了10+条高质量书评，快来查看其他读者的解读吧。,2025-07-26 22:20:00,微信读书,
Push-1742,54-3-1,支付宝：早餐支付成功提醒,【支付宝】您已成功支付三镇民生甜食馆早餐订单，金额 48.50 元，账单已同步至我的账单,2025-07-27 09:05:00,支付宝,54-c
Push-1743,,小红书：江滩摄影灵感推荐,【小红书】武汉江滩摄影攻略更新！解锁绝佳机位与调色技巧，拍出你的专属江景大片,2025-07-27 11:30:00,小红书,
Push-1744,54-3-2,微信支付：午餐支付成功通知,【微信支付】支付成功 168 元。收款方：老宅藕香（江滩店）。点击查看账单详情,2025-07-27 12:08:00,微信,54-c
Push-1745,,支付宝：酒店账单支付提醒,【支付宝】您已成功支付武汉马哥孛罗酒店账单，金额 856 元，发票已开具,2025-07-27 13:20:00,支付宝,
Push-1746,54-3-2,航旅纵横：值机提醒,【航旅纵横】CZ3345 武汉-长沙 航班已开放值机，座位号 12A，请尽快办理。点击选座或获取电子登机牌,2025-07-27 15:30:00,航旅纵横,54-c
Push-1747,54-3-2,雪球：航空板块行情速递,【雪球】航空板块午后拉升，南方航空涨超3%。您关注的机场航运概念股有最新动态，点击查看,2025-07-27 17:45:00,雪球,54-c
Push-1748,54-3-3,剪映：模板更新提醒,【剪映】旅行回忆专属模板上新！一键生成武汉江滩漫步电子相册，记录你的美好瞬间,2025-07-27 20:50:00,剪映,54-c
Push-1749,,雪球：今日市场早报,【雪球】早盘观察：隔夜美股三大指数涨跌不一，中概股表现分化。关注今日港股开盘及A股金融板块动向。点击查看详细解读>>,2025-07-28 09:05:00,雪球,
Push-1750,,同花顺：自选股异动提醒,【同花顺】您关注的万科A（000002）盘中涨幅超2%，现报18.65元。房地产板块整体回暖，建议关注相关ETF及信托产品表现。,2025-07-28 11:15:00,同花顺,
Push-1751,126-9-1,支付宝：午餐支付成功提醒,【支付宝】您已成功支付中国兰州拉面（广电店）订单#LY202507281201，金额38元。账单已同步至我的账单。,2025-07-28 12:02:00,支付宝,126-i
Push-1752,126-9-1,贝壳找房：梅溪湖片区房源上新,【贝壳找房】根据您的浏览偏好，梅溪湖国际新城新上3套优质三居室，均价3.8万/㎡起，带优质学区，点击查看详情>>,2025-07-28 12:25:00,贝壳找房,126-i
Push-1753,62-1,湖南省天文台：8月活动预约开放,【湖南省天文台】8月公众开放日“夏季银河观测”主题活动预约已开放！时间：8月15日、22日晚。名额有限，点击立即预约>>,2025-07-28 16:05:00,湖南省天文台,62-a
Push-1754,,微信支付：超市消费提醒,【微信支付】您于步步高广场（金星中路店）消费86.5元。付款方式：零钱。可在支付凭证中查看详情。,2025-07-28 18:25:00,微信,
Push-1755,,系统：存储空间不足提醒,【系统通知】您的手机存储空间已使用超过90%，部分应用运行可能变慢。建议及时清理照片、视频或卸载不常用应用。,2025-07-28 18:40:00,系统存储管理,
Push-1756,,小红书：街拍摄影技巧更新,【小红书】您关注的摄影师@城市漫游者 更新了笔记：长沙夜景街拍机位大公开（含岳麓山观景台）。快来学习新技巧吧！,2025-07-28 22:05:00,小红书,
Push-1757,,支付宝：午餐支付成功提醒,【支付宝】您已成功支付金鹰路兰州拉面馆订单#LY202507291201，金额 48 元，账单已同步至我的账单,2025-07-29 12:03:00,支付宝,
Push-1758,,雪球：消费板块估值修复机会提醒,【雪球】您关注的消费板块出现估值修复信号，多家机构上调评级。点击查看最新研报及投资策略分析。,2025-07-29 12:45:00,雪球,
Push-1759,,东方财富：高净值客户资产配置策略更新,【东方财富】基于最新市场数据，为您推荐一份高净值客户资产配置策略模板，涵盖公募、私募及另类资产。,2025-07-29 14:30:00,东方财富,
Push-1760,25-3,贝壳找房：房源上线成功通知,【贝壳找房】您委托出售的岳麓区金星住宅小区公寓（房源编号 CS-YL-20250729-001）已审核通过，正式上线展示。,2025-07-29 17:05:00,贝壳找房,25-c
Push-1761,20-18,Wind金融终端：行业深度研报推送,【Wind金融终端】您订阅的科技与消费行业深度研报已更新，包含最新财务模型与估值分析，请及时查收。,2025-07-29 21:15:00,Wind金融终端,20-r
Push-1762,,系统：存储空间不足提醒,【系统通知】当前手机存储空间已使用超过 90%，建议及时清理照片、视频或卸载不常用应用。,2025-07-29 22:50:00,系统存储管理,
